ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
11922,North Pullman,North Pullman - Method TIF,720 E 111th St,3418 N. Knox LLC/Alpina Manufacturing,,"The North Pullman Method project is located in the North Pullman TIF District and partially in the Lake Calumet Redevelopment Area. This TIF-assisted economic development project provides support for the development of a 150,000 square foot industrial facility space, for manufacturing and distribution of nontoxic cleaning products, with 57 accessory parking spaces.",8/6/13,"$8,100,000 ","$11,640,068 ",41.69294383,-87.60441244
1777,Portage Park,IGA - CPD - Park 0147 - Portage - I - Playground,4100 N Long Av,Chicago Park District,2133,"Improvements for the Project include the following: pathway, lighting,
playground, and other field house and site improvements.",6/9/09,"$1,000,000 ","$1,000,000 ",41.95510787,-87.76228458
1400,Division/North Branch,River North Distributing,1300 N North Branch St,River North Distributing,263,"The project includes demolishing the existing building and construction of a new building which includes 13,000 square feet of office space, 31,000 square foot refrigerated cooler, 17,000 square foot truck drive through, 5,000 square foot receiving docks, 6,000 square foot ambient area, and parking.  The project also consists of construction of a seawall along Chicago River, environmental clean-up, landscaping, and site work.",2/19/91,"$2,615,000 ","$10,515,900 ",41.90462379,-87.6565321
1279,Near South <Central Station,Central Station,1201 S Indiana Av,CENTRAL STATION DEV COW,69,"The project is Phase I of a large-scale housing development project located on a 72 acre site.  This phase of the project includes demolition, site prepration, and public and private infrastructure improvements in prepartion for the larger housing development project.  The Forest City Central Station was a subsequent phase of this housing project.",9/18/90,"$11,494,400 ","$14,678,000 ",41.86740213,-87.62240687
1250,Clark/Ridge,Raven Theatre,6157 N Clark St,Raven Theater Company,35,"Located in the Edgewater community, project rehabilitated a former grocery store to use as a 10,000 square foot theater complex.  The complex includes two theaters, lobby, offices, and storage space.",1/22/02,"$550,000 ","$1,980,000 ",41.99433044,-87.67000008
1534,Madden/Wells,Madden Wells - 1-A - For Sale - Arches,3903 S Cottage Grove Av,"Granite Partners for Oakwood Boulevard, LLC",696,"Located in the Oakland community, the project includes the construction of 129 units, which include12 single family homes, 16 row houses, 47 townhomes, and 9 six-flats.  The project consists of 102 market rate for-sale units and 27 affordable for-sale or public housing units which 12 units at 80% area median income and 15 units at 100% area median income.",4/9/03,"$4,627,237 ","$45,189,033 ",41.82384317,-87.60672335
10727,Central West,IGA - CTA - Illinois Medical District Blue Line rehabilitation,430 S Damen Av,Chicago Transit Authority,,"An Intergovernmental Agreement between the City of Chicago and the Chicago Transit Authority
for Tax Increment Financing (TIF) assistance for Blue Line rehabilitation",3/5/14,"$23,000,000 ","$23,000,000 ",41.87535375,-87.67664545
500251,Lawrence/Pulaski,Eugene Field Park (4314),5125 N Pulaski Rd,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,6/26/13,"$345,000 ","$345,000 ",41.97443544,-87.72805536
11038,River West,IGA - CTA - Blue Line Modernization River West,800 W Grand Av,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,3/10/14,"$6,500,000 ","$63,000,000 ",41.89129371,-87.64768059
1783,Central West,IGA - CPD - Park 0211 - Skinner - Chueng Phase II Env,1358 W Monroe St,Chicago Park District,2141,An intergovernmental agreement between the City of Chicago and Chicago Park District. -IGA pending,5/16/11,"$200,000 ","$200,000 ",41.88036163,-87.66183971
1744,North Pullman,Pullman Park Retail,900 E 111th St,Pullman Park Development LLC,2070,"The developer proposes to construct approximately 67,000 square feet of retail space, and potentially two additional out lots, and approximately 492 parking spaces.",11/13/12,"$11,000,000 ","$45,000,000 ",41.69296566,-87.60056204
1388,Central Loop,Fisher Building,343 S Dearborn St,343 S Dearborn II LLC,243,"Located in the Loop, the project includes converting a Daniel Burnham designed building into 184 residential rental units.  The project will also include first-floor retail space totaling approximately 6,275 square feet and second floor office/commercial space totaling approximately 8,200 square feet.  The building will also receive restoration of the facade, repairs and replacement of the terra cotta in the lobby and upper story common areas, replacement of windows, and replacement of all mechanical systems.",10/13/98,"$6,600,000 ","$33,880,973 ",41.87714679,-87.62912123
11097,Humboldt Park Commercial,LaCasa Norte,3533 W North Av,"LaCasa Norte, Inc.",,"25-unit permanent supportive housing for homeless and near homeless youth and families.  All units will be for individuals and families at 30%AMI or below.  Rents will be $786 for the studios, $882 for the one-bedrooms and $1047 for the two-bedroom apartments. The five-story building, 51,238 sq. ft,  will have three floors of residential units--7 studios, 9 one-bedrooms and 9 two-bedrooms and two floors of supportive services, a Federally Qualified Health Clinic, and admin. offices.   The building will seek LEED Gold certification.",1/12/16,"$3,500,000 ","$17,223,500 ",41.9098957,-87.71573523
1315,43rd/Cottage Grove (DOH),Hearts Multi-Family 3,550 E 41st St,Hearts United Phase lll L.P.,120,"Located in Grand Boulevard, the project includes construction of two row houses and seven six-flats on 9 sites, which total 53 residential units.  Of the 53 units, 87% are affordable housing at 60% area median income.",10/23/01,"$1,469,000 ","$10,983,652 ",41.82041901,-87.61187953
500467,47th/Halsted,Lowe Park,5203 S Lowe Av,Chicago Park District,,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,10/3/12,"$550,000 ","$550,000 ",41.79968391,-87.64150252
12416,Central West,IGA - CBE - ADA - Darwin Elementary III,3116 W Belden Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,"$1,000,000 ","$5,626,749 ",41.92334998,-87.70543099
1763,Midwest,IGA - CPD - Park 0218 - Douglas,1401 S Sacramento Av,Chicago Park District,2116,An intergovernmental agreement between the City of Chicago and the Chicago Park District  CHICAGO PARK DISTRICT,11/1/13,"$2,000,000 ","$2,060,000 ",41.862904,-87.70186655
1677,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - II,647 W Root St,Chicago Park District,1069,An intergovernmental agreement between the City of Chicago and the Chicago Park District,4/13/11,"$150,000 ","$150,000 ",41.81885699,-87.64280068
1743,24th/Michigan,IGA - CTA - Red Line - Cermak Station,138 W Cermak Rd,Chicago Transit Authority,2068,"Work includes installation of an elevator, as well as a new station house, with the customer assistant
booth and fare array ground level.",1/13/11,"$600,000 ","$13,100,000 ",41.85297699,-87.6309694
1421,Near South <Central Station,Sr Suites - 1400 S Indiana,1400 S Indiana Av,Chicago Central Station L.P. and Senior Suites Chicago Corp.,289,"Located in the Near South Side community area, the project includes construction of 71,000 square foot residential building for senior citizens.  The senior housing will have 96 units.",5/19/95,"$960,000 ","$9,527,428 ",41.86402667,-87.62262043
1399,Chinatown Basin,Jade Garden Apts,336 W Cermak Rd,Jade Garden Ltd. Partnership,262,"Located in Armour Square Community, the project includes construction of 72 low income housing units  in three buildings.",3/27/96,"$425,000 ","$7,797,821 ",41.85298291,-87.63631958
1548,Howard/Paulina,IGA - CTA - Howard Station Project,1700 W Howard St,Chicago Transit Authority,732,An intergovernmental agreement between the CTA  and the City of Chicago.,6/11/08,"$4,400,000 ","$82,802,000 ",42.01949533,-87.67311212
501324,Central West,Union Park,1501 W Randolph St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,10/16/13,"$2,050,000 ","$2,050,000 ",41.88471128,-87.66428183
11068,Canal/Congress,IGA - CTA - Bus Rapid Transit - Loop - Canal Congress,620 W Madison St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority.  -IGA pending,12/1/14,"$24,802,500 ","$37,912,500 ",41.88193621,-87.64361632
1043,Stockyards Annex,Experimur Properties,4045 S Morgan St,"Experimur Properties, LLC",2041,"Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.",12/13/11,"$3,700,000 ","$20,800,063 ",41.82013597,-87.6505657
11029,Sanitary and Ship Canal,National Wine Spirits,2550 W 35th St,"NWS, Inc",,"The project includes rehabilitation of two existing buildings, totaling 680,000 square feet, for use as warehouse, distribution and office facility.",1/12/93,"$4,460,000 ","$14,160,000 ",41.8303052,-87.68960213
1390,Central Loop,Mentor Bldg,6 E Monroe St,"Mentor Building, L.L.C.",248,"Located in the Loop, the project includes rehabilitation and renovation of an existing office building as residential, retail, and office space.  The building will include the first two floors as retail space, 40-50 condominiums, office space, and fitness center on remaining floors.The project also restores the building's facade.",6/22/99,"$2,500,000 ","$11,506,161 ",41.88087809,-87.6275182
1437,Division/Homan,Institute Puerto Rican,3015 W Division St,Institute of Puerto Rican Arts and Culture,308,"Located in the Humboldt Park community, the project includes rehabilitating 25,000 square feet of stables and reception building as a museum.  The museum will include a theater, art classrooms, museum store, and a caf?.",10/10/06,"$1,000,000 ","$5,696,243 ",41.90276794,-87.70224443
12424,35th/Wallace,IGA - CBE - McClellan Elementary - Interior Improvements & Athletic Development,3527 S Wallace St,Chicago Public Schools,,"Improvements include the installation of an elevator; renovations of the classrooms, cafeteria, and restrooms; and the construction of a multi-purpose turf field.",9/1/17,"$3,173,000 ","$3,173,000 ",41.82998962,-87.64106579
1398,Chinatown Basin,Chinatown Square,2133 S China Pl,Chinese-American Development Corp.,261,"Located in Armour Square, the project includes construction of 280 townhouses and condos, 56 retail and office units, open air mall and plaza, 100,000 square foot Asian trade center, 200 room hotel, community center, 150 units senior housing, improvements to roads, utilities, and landscaping.",5/9/90,"$7,298,000 ","$30,762,115 ",41.85383822,-87.63461107
1306,Galewood/Armitage Industrial,Laborer's Union,1841 N Monitor Av,Construction Laborers' District Council Training and Apprentice Fund,109,"Located in the Austin community, the project constructs a 55,000 square foot training facility with the possibility of expanding to a total of 100,000 square feet in the future.  The facility includes offices, classrooms, three training bays, 186 parking spaces, and various outdoor construction training areas.",3/14/06,"$5,226,225 ","$21,152,000 ",41.91411759,-87.77148241
