ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
11067,Pulaski Corridor,IGA - CBE - Ames Elementary,1920 N Hamlin Av,Chicago Public Schools,,Intergovernmental agreement with Chicago Board of Education for provision of Tax Increment Financing (TIF) assistance for improvements and grade expansion at Marine Leadership Academy at Ames School.,09/15/2015,$4500000,$5108000,1150696.779355279,1912593.822858145,41.916055193,-87.721779453,"(41.916055192898, -87.721779453265)"
10739,35th/Halsted,IGA - PBC - Ramova Theater,3518 S Halsted St,Public Building Commission,,An Intergovernmental agreement between the City of Chicago and the Public Building Commission,05/09/2012,$300038,$300038,1171507.19247898,1881440.254272629,41.830134925,-87.646239662,"(41.830134924773, -87.646239661827)"
11030,Ogden/Pulaski,Montclare SLF - Lawndale,4315 W 18th Pl,"Montclare Senior Residences SLF of Lawndale, LLC",,"The project will provide 120 housing units of which 108 units or 90 percent will be affordable for households earning no more than 60 percent of the area median income. The project is a supportive living facility that will provide housing and supportive services for seniors ages 65 and older. The goal is to create a contemporary, vibrant and healthy living environment for
seniors.",03/10/2015,$2000000,$27607047,1147772.279556099,1890607.02848047,41.855777689,-87.733089016,"(41.855777688742, -87.733089015791)"
1555,119th/I-57,Marshfield Plaza,11730 S Marshfield Av,"Primestor 119, LLC",760,"Located in the Morgan Park community, the project includes construction and rehabilitation of 415,000 square feet retail shopping center.  The retail shopping center includes two anchor stores, three junior anchors, five outlots, and 1,700 parking spaces.",12/13/2005,$26600000,$120773223,1167478.161990797,1826818.27019306,41.680332205,-87.662584679,"(41.680332205335, -87.662584678739)"
1708,47th/King Drive,IGA - Harold Washington Cultural Center,4701 S Dr Martin Luther King Jr Dr,Board of Trustees Community College,1141,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/03/2010,$1468172,$1468172,1179692.144284714,1873912.719293182,41.809295204,-87.616439669,"(41.809295203976, -87.616439669199)"
10892,Englewood Mall,63rd & Halsted Site Prep,6258 S Halsted St,Chicago Neighborhood Initiative,,"The City of Chicago proposes to enter into a contractual agreement with Chicago Neighborhood Initiatives for the purpose of remediation, site preparation and infrastructure work and maintenance agreement of the City owned property at the NWC of 63rd Street and Halsted Street.",01/14/2014,$12000000,$12000000,1172009.904820859,1863099.304150355,41.779794416,-87.64493419,"(41.779794416267, -87.644934190393)"
1376,24th/Michigan,Hilliard Homes - II,2030 S State St,Hilliard Homes ll LP,223,"Located in the Near South Side community, the project is a second phase of renovating two residential structures containing 327 affordable apartments with all units at 60% area median income.     NOTE:......Due to the various discrepancies noted on the FY 2017 Tenant Profile Compliance Reports (TPCR) , we are currently unable to verify the actual number of 31-50% or 51-60% AMI designated Units. For instance, while the Regulatory Agreement states that at least 20% (or 67) of the 327 Units shall be occupied by Low Income Families (51-60% AMI), the actual TPCR states there are over 597 Low Income Family Units at various AMI%'s.  Explanations are required from Property Management. --- dvh 12/20/17.",10/10/2000,$1540000,$51112000,1176604.64229674,1890373.503495041,41.854535033,-87.627267739,"(41.854535032965, -87.627267738803)"
1611,Wilson Yard,Mercy Housing - Eastwood Sheridan,4946 N Sheridan Rd,Mercy Housing Lakefront; HWA 850 Eastwood LP,923,"Located in the Uptown community, the project will rehabilitate 300 residential units in two buildings. 280 affordable units will have a 60% area median income. 273 of the units are tax credit eligible.",01/12/2010,$3000000,$61259738,1168689.933334355,1933461.587253083,41.972946122,-87.655067125,"(41.972946122053, -87.65506712467)"
11041,47th/State,IGA - CBE - Burke HS,5356 S Dr Martin Luther King Jr Dr,Chicago Public Schools,,Burke High School - IGA pending,08/12/2013,$1000000,$1200000,1179801.46915742,1869357.523355498,41.796792845,-87.616178092,"(41.796792845358, -87.616178091932)"
1650,Clark/Montrose,IGA - CPD - Park 0103 - Chase,4701 N Ashland Av,Chicago Park District,1034,"Site preparation for the installation of a new
playground, installation of equipment and playground surfaces, path and landscaping
improvements, and field house fitness improvements.",05/12/2009,$300000,$655000,1164849.038208312,1931317.833379557,41.967146157,-87.669251951,"(41.967146156697, -87.669251951385)"
12418,Ogden/Pulaski,IGA - CBE - ADA - Mason III,4217 W 18th St,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,09/01/2017,$916931,$916931,1148477.254762693,1891003.44126503,41.856851942,-87.730491172,"(41.856851942216, -87.730491172137)"
1256,Canal/Congress,Union Station Health Club,444 W Jackson Bv,"UNION STATION REDEVELOPMENT, L.L.C.,",44,"Located in the Loop, the project includes rehabilitation and renovation of 68,000 square foot building.  The complete interior demotion of the project will rehabilitate the building as a 60,500 square feet fitness center and 7,500 square feet medical and wellness center to be operated by Rush Presbyterian St. Luke's Medical Center or an affiliate or other operator.  The project also consists of retail on the main floor, outdoor riverfront seating, and public improvements.",02/29/2000,$2200000,$13800000,1173202.61388611,1898953.550966654,41.878155377,-87.639499956,"(41.878155377048, -87.639499956282)"
1321,West Ridge Peterson,Target - Peterson Ave,2112 W Peterson Av,Target Corp.,133,"Located in the West Ridge community area, the project includes construction of a 160,000 square feet Target store with 503 parking spaces on the ground level.  The developer will design and construct the building in a manner that will allow it to receive LEED certification and construct a green roof that covers 50% of the net roof area.",02/08/2005,$4600000,$40448695,1161050.535488298,1939882.981762516,41.990729218,-87.682979454,"(41.990729217961, -87.682979453599)"
1312,43rd/Cottage Grove (DOH),Hearts Multi-Family 2,4258 S Langley Av,Hearts United Phase ll L.P.,117,"Located in Grand Boulevard, the project includes construction of 16 residential structures containing 107 apartments; 75 affordable units at 60% area median income and 27 that are leased by the Chicago Housing Authority.",03/28/2000,$3400000,$17562026,1181605.548956158,1876686.057327012,41.816861448,-87.609336023,"(41.816861448283, -87.609336023289)"
10380,Western/Rock Island,IGA - Morgan Park Sports Center,11521 S Western Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,08/05/2014,$10000000,$18236206,1162502.978615829,1828068.231900667,41.683867173,-87.680761668,"(41.683867173015, -87.68076166753)"
11922,North Pullman,North Pullman - Method TIF,720 E 111th St,3418 N. Knox LLC/Alpina Manufacturing,,"The North Pullman Method project is located in the North Pullman TIF District and partially in the Lake Calumet Redevelopment Area. This TIF-assisted economic development project provides support for the development of a 150,000 square foot industrial facility space, for manufacturing and distribution of nontoxic cleaning products, with 57 accessory parking spaces.",08/06/2013,$8100000,$11640068,1183330.262578719,1831542.864897003,41.692943833,-87.604412443,"(41.692943832819, -87.60441244343)"
1777,Portage Park,IGA - CPD - Park 0147 - Portage - I - Playground,4100 N Long Av,Chicago Park District,2133,"Improvements for the Project include the following: pathway, lighting,
playground, and other field house and site improvements.",06/09/2009,$1000000,$1000000,1139577.656306665,1926748.675784614,41.955107868,-87.762284581,"(41.955107867673, -87.762284581398)"
1400,Division/North Branch,River North Distributing,1300 N North Branch St,River North Distributing,263,"The project includes demolishing the existing building and construction of a new building which includes 13,000 square feet of office space, 31,000 square foot refrigerated cooler, 17,000 square foot truck drive through, 5,000 square foot receiving docks, 6,000 square foot ambient area, and parking.  The project also consists of construction of a seawall along Chicago River, environmental clean-up, landscaping, and site work.",02/19/1991,$2615000,$10515900,1168488.125088024,1908561.596221196,41.904623792,-87.656532096,"(41.90462379228, -87.656532096267)"
1279,Near South <Central Station,Central Station,1201 S Indiana Av,CENTRAL STATION DEV COW,69,"The project is Phase I of a large-scale housing development project located on a 72 acre site.  This phase of the project includes demolition, site prepration, and public and private infrastructure improvements in prepartion for the larger housing development project.  The Forest City Central Station was a subsequent phase of this housing project.",09/18/1990,$11494400,$14678000,1177890.079474643,1895073.174749504,41.867402127,-87.622406868,"(41.86740212677, -87.622406867924)"
1250,Clark/Ridge,Raven Theatre,6157 N Clark St,Raven Theater Company,35,"Located in the Edgewater community, project rehabilitated a former grocery store to use as a 10,000 square foot theater complex.  The complex includes two theaters, lobby, offices, and storage space.",01/22/2002,$550000,$1980000,1164568.867861821,1941222.351230767,41.994330438,-87.670000075,"(41.994330438338, -87.670000074503)"
1534,Madden/Wells,Madden Wells - 1-A - For Sale - Arches,3903 S Cottage Grove Av,"Granite Partners for Oakwood Boulevard, LLC",696,"Located in the Oakland community, the project includes the construction of 129 units, which include12 single family homes, 16 row houses, 47 townhomes, and 9 six-flats.  The project consists of 102 market rate for-sale units and 27 affordable for-sale or public housing units which 12 units at 80% area median income and 15 units at 100% area median income.",04/09/2003,$4627237,$45189033,1182296.232810667,1879236.179477589,41.823843174,-87.606723345,"(41.823843173669, -87.60672334478)"
10727,Central West,IGA - CTA - Illinois Medical District Blue Line rehabilitation,430 S Damen Av,Chicago Transit Authority,,"An Intergovernmental Agreement between the City of Chicago and the Chicago Transit Authority
for Tax Increment Financing (TIF) assistance for Blue Line rehabilitation",03/05/2014,$23000000,$23000000,1163094.489163708,1897853.051423383,41.875353748,-87.676645454,"(41.875353748416, -87.676645454184)"
500251,Lawrence/Pulaski,Eugene Field Park (4314),5125 N Pulaski Rd,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,06/26/2013,$345000,$345000,1148838.432085985,1933855.615461851,41.97443544,-87.728055356,"(41.974435439843, -87.728055356433)"
